,Authors,Body,Keywords
20,['Alex Hern'],"Kings of Leon are releasing their new album as a non-fungible token, or NFT, jumping on the craze for the digital assets akin to bitcoin, in cooperation with the tech startup Yellowheart.

The US rock group will sell two different types of NFT: one, which will be made available for a limited time, acts as a sort of deluxe version of the band’s new album When You See Yourself; the other, of which just six will be sold at auction, is effectively a lifetime ticket to the band’s shows.

The former token will be sold for $50 (£35.70), and comes with access to a digital download of the music and a vinyl, as well as other digital goods. The latter will probably be sold for somewhat more, but while only six will be sold, a total of 18 will be minted, which the band will be able to sell off in the future.

“Over the last 20 years – two lost decades – we’ve seen the devaluation of music,” YellowHeart’s chief executive, Josh Katz, told Rolling Stone, which first reported the band’s plans. “It’s early stages, but in the future, I think this will be how people release their tracks. When they sell 100,000 at a dollar each, then they just made $100,000.”

The NFT sector has been booming over the past month, thanks to a spillover of interest from the wider cryptocurrency industry. The technology allows artists, musicians, and others to “wrap” digital goods in code which allows it to be bought and sold in a decentralised way, creating a fully digital replication of the traditional art market.

On Monday, the artist and musician Grimes sold almost $6m of visual art in an NFT auction.

But the field has been criticised for its vast power use, and for the limited utility of the tokens themselves. Just one work of art by Grimes, sold in 303 editions, produced an estimated 70 tonnes of CO2 emissions as it was turned into an NFT. And while the tokens convey “ownership”, they don’t provide significant actual use, providing an explanation for why the Kings of Leon NFT comes with the addition of a decidedly non-digital vinyl copy of the album.","['tokens', 'digital', 'sell', 'art', 'nft', 'vinyl', 'bands', 'nonfungible', 'token', 'leon', 'album', 'release', 'sold', 'kings']"
21,['Rich Pelley'],"The Beatles

I am the youngest of seven, so I got a steady diet of the Beatles from my brothers and sisters at a young age. The Beatles first came to the United States in 1964 when I was four. It’s remarkable how much these boys with the skinny ties changed the world by the time they released Sgt Pepper’s Lonely Hearts Club Band in 1967.

I loved the political aspects of John Lennon, the intrigue and impact of Yoko Ono and whether she was really responsible for breaking up the band. Their “bed-ins for peace” sit-in was so provocative. Every Christmas they still put up a billboard in Times Square that says: “War is over! If you want it.” The important part of that statement is: if you want it. I have always felt that human beings have such a terrible love of war that they don’t seem to want to find peaceful solutions. When you think about it, almost every Beatles song is about peace and love.

The Beatles in 1967. Photograph: Linda McCartney/Paul McCartney/Glasgow Museums/PA

Midnight Cowboy at the drive-in next door

I was born in Loma Linda, California. My father was a drive-in theatre manager, so we moved around a lot. We moved to Imperial Beach then Utah when he became general manager of a half-dozen drive-in theatres. Utah has all the influences of the Mormon church. Listening to the Beatles in Utah would have been tantamount to listening to devil music.

The houses we lived in were adjacent to the drive-in so I could watch the movies right from the porch. During the summer, I was at the drive-in all the time. Cars would park between two speakers on a pole and I’d just watch the movie sitting on the ground between the speakers.

If Midnight Cowboy came out today, it would probably be a PG13. It’s not really shocking at all. In 1969, it was X-rated. Normally an X-rated film would be playing at a little low-rent theatre in some seedy part of town. At my father’s drive-in, people could accidentally see something risque or obscene as they drove by and so the church got very upset and angry.

Oliver!

Mark Lester in Oliver! Photograph: Allstar/Romulus

In those days, the film companies would send these 16mm movie trailers to the drive-in theatre managers to try to sell their movies. They would also send these making-of movies. I remember seeing the making of Oliver! with Mark Lester. It was the first time that I saw children acting as a profession; you could see them taking singing and dancing lessons. And so I thought: “Well, that’s what I want to do.”

We were living in Orem, Utah, and there was a tap-dancing school in Provo, just down the road. My father got me this beautiful pair of patent leather tap-dance shoes but he couldn’t afford to send me every week on his drive-through wages, so I got a book and a record and learned how to tap dance: step, heel, toe, ball, step, change, turn. Maybe once a month, I went to class to try to keep up with the other kids. Then I joined the glee club in junior high school, and amateur theatricals and productions through high school.

The Man Who Would Be King

I had seen Sean Connery singing and dancing in Darby O’Gill and the Little People. Then of course I saw him in James Bond. But it wasn’t until I saw him in The Man Who Would Be King and Outland that I started to understand that Sean Connery wasn’t really a spy or an astronaut; and that acting was a profession and this was a profession that I wanted to follow in.

I met Sean Connery in New York City. Connery co-founded the Friends of Scotland charity in 2002 and every year they hold this charity fashion dinner called Dressed to Kilt. Over dinner, I told him about seeing him in all these different movies and how special it was meeting my childhood icon now I was a grownup. He was such a gentleman; he was so kind. He told me that after I had done Birdy in 1984 with Nicolas Cage, he had called [Bugsy Malone and Birdy director] Sir Alan Parker and said that he wished he could act like Modine. You could never imagine Sean Connery playing a character like Birdy, but he had enough of an appreciation of the sensitivity of the role that he wished that he could play a character like that.

The Old Man and the Sea

Ernest Hemingway writing while on a big game hunt in Kenya, 1952. Photograph: Earl Theisen Collection/Getty Images

Ernest Hemingway’s novel The Old Man and the Sea had a tremendous impact on me because it’s about this one individual, the old man going out on the sea. I loved the ocean as a boy. I was a surfer, and the language that Hemingway uses is so evocative. It is so sensual that you can almost taste the little sardines and flying fish. You can picture the old man’s struggle to land the giant marlin as he holds on to it at the end of his fishing line for two days. When the shark devours the marlin, you can sympathise with the old man that he won’t be able to bring it home to feed so many people.

Like it or not, we all have to go through things like this in life. We go through life with the assistance and help of others, but we go to sleep and we wake up by ourselves. The Old Man and the Sea is a great book about self-reliance and it is so beautifully told. It’s like Billy Joel says in You’re Only Human: “You’re allowed to make your share of mistakes / You better believe there will be times in your life when you’ll be feeling like a stumbling fool”.

The cold war

We were taught the American civil war at school but glossed over the first world war. When we got to the second world war, we skipped the European history and were taught that it was the great hero America who saved the world from the Nazis with the atomic bomb.

When I did Mrs Soffel with Diane Keaton and Mel Gibson in 1984, I was invited to the Berlin film festival. I said: “I can’t go to East Berlin, I’m American.” They said: “No, you can go to East Berlin because you’re an American.”

Modine with Mel Gibson and Diane Keaton in Mrs Soffel. Photograph: Everett Collection/Rex Features

Checkpoint Charlie was the opposite of The Wizard of Oz; it seemed to go from colour into black-and-white. There were still broken bits of concrete; it felt like the buildings were still on fire. They took me to the Soviet war memorial for 80,000 Soviet troops who had lost their lives taking Berlin. I met these Russian soldiers and gave them American cigarettes and they gave me pins from their uniforms. Back in Reagan’s America, it was still the cold war, and Russia was the enemy of choice for every movie and television show, and I just didn’t want to part of perpetuating that lie. So that’s why I turned down the Tom Cruise role in Top Gun. I did Full Metal Jacket, which was much better!","['beatles', 'war', 'matthew', 'utah', 'drivein', 'man', 'obsessions', 'music', 'photograph', 'connery', 'teenage', 'old', 'world', 'modines', 'sean', 'devil']"
22,['Charles Bramesco'],"In retrospect, it’s clear why America’s imperial project in Vietnam failed back in the ‘60s: you can’t win a war when your army doesn’t want to fight. In desperate need of soldiers to send into battle, instituting the draft seemed like the only option for the US military, when in actuality this choice was more like their great undoing.

Rounding up thousands of men and forcing them to ship out under fear of arrest instead of their own ideological volition created a fractious fighting force at odds with itself, unenthusiastic to resentful to outright insubordinate. A lot of the ordinary guys who weren’t already enlisting against their will soon joined the internal counter-cause after realizing they had been made pawns in a conflict fought over obscure financial imperatives, rather than any pretense of justice. To die face down in a rice paddy defending capitalism just didn’t have the noble luster of upholding all that was right against the dastardly Nazis; Americans understood Vietnam as the country’s first “bad war”, in which the presumed protagonists in the west came to suspect they might be the villains.

The FTA Show took shape as the inevitable consequence of this unrest at home and abroad. Led by Jane Fonda and Donald Sutherland with backing from activist folk musicians such as Len Chandler, the anti-USO variety extravaganza channeled the moment’s bitterness and frustration into rollickingly subversive protest-tainment. (The title tune clarifies the four-letter profanity directed at the army.) A little-screened 1972 documentary under the truncated title of FTA followed their tour of active bases from Hawaii to the Philippines to Japan, each performance packed to the rafters with disillusioned GIs eager to hear an alternative to the rah-rah party line of their “jailers”, as Fonda joked. The film spent barely a week in theaters before quietly vanishing from the schedule; director Francine Parker claimed that the distributor, American International Pictures, backed down upon receiving a call directly from the White House. But now, a restoration completed in 2009 has at last received a public release, sounding out a once-elusive call of defiance for all to hear.

The ragtag band of hippies, radicals and merry pranksters sought to turn the “political vaudeville” of Bob Hope on its head with satirical songs and skits undercutting the chain of command. Draftees often loathed their order-barking commanding officers, a contempt easily translated into MAD Magazine-styled punch lines. In one comic interstitial, a general asks one of his troops for a quarter, who offers it with an informal “Sure!” The senior-ranking serviceman chews out his underling for the familiarity and asks for the quarter again, this time receiving a hearty “No, sir!” In this instance as in many others, the spirit of disobedience compensates for the rather mild humor, not quite as uproarious as Laugh-In yet 10 times as dangerous. A musical number like Nothing Could Be Finer Than to Be in Indochina! is more bracing than anything else, hollering what many considered unspeakable from the top of the singer’s lungs.

Extensive interview segments bolster the boldfaced ideology with testimony from the men on the ground, and on both sides of the conflict. Among the most controversial elements was an introductory title card stating that the film had been produced in cooperation with not just GIs, but also their “friends” whose “lands they presently occupy”. The camera crew had no trouble finding Americans and Japanese united in a wish for the armed forces to vacate Okinawa and leave the island be, or Filipino demonstrators articulating a shared desire with the GIs to get them home. The military seems to alienate its people along every personal line, whether it be race (black soldiers discuss the discrimination they face among their own ranks, and the hypocrisy of fighting for a country that couldn’t care less about them), gender (Fonda’s song I’m Tired of Bastards Fuckin’ Over Me calls out sexism and harassment), or class (volunteers from dirt-poor communities realize that they’re risking their lives to make rich men richer).

The scant straight-faced moments – Sutherland reading an excerpt from Dalton Trumbo’s Johnny Got His Gun, Okinawan musicians somberly singing in their native tongue – emphasize that the rabble-rousing show aspired to more than simple provocation. The opposition came from a place of compassion, a stance not of hatred for the soldiers themselves, but for the establishment powers-that-be forcing them to act against their own interest. The film makes sense of a dissonance that compelled conservatives at the time to wonder why “Hanoi Jane” wouldn’t just leave America, if she hated it so much. With 20/20 hindsight, we can see that it was specifically because she and her comrades loved the country that they devoted their energies and risked their reputations to better it, their criticisms the ultimate act of patriotism.","['title', 'vietnam', 'war', 'unearthing', 'antivietnam', 'fta', 'jane', 'sutherlands', 'receiving', 'men', 'gis', 'donald', 'quarter', 'fonda', 'film', 'soldiers', 'sutherland']"
23,['Steven Poole'],"The former first minister of Scotland, Alex Salmond, has alleged that there is a “malicious and concerted effort” to denigrate him, causing others to accuse him of throwing around “conspiracy theories”. But what is a conspiracy, exactly?

Our English word comes from the Latin conspirare, which literally means “to breathe together”, and apart from the sense of people whispering among themselves to plot crimes it could also describe musicians playing horns together or people acting in other kinds of positive harmony. This sense was once available in English, too – as when Philip Sidney describes how a man might feel about his beloved, that “the conspiracie of her severall graces held best together to make one perfect figure of beautie” – as well as in the alternative “conspiration”, ie aspiring with others.

In modern times the phrase “conspiracy theory” is, oddly, applied only to purely factitious or imaginary conspiracies, ones about alien lizards or paedophile rings run out of pizza joints, for which we might want to blame Karl Popper’s description of “the conspiracy theory of society” in 1952. In the meantime, breathing along with others right now would put you at risk of Covid-19, so any sort of conspiracy is firmly inadvisable.

Steven Poole’s A Word for Every Day of the Year is published by Quercus.



","['throwing', 'theories', 'harmony', 'conspiracy', 'english', 'sense', 'whispering', 'sort', 'imaginary', 'changed', 'times', 'meaning', 'theory', 'word']"
24,['Peter Bradshaw'],"Pietro Marcello is the director who recently gave us the much-praised drama Martin Eden, transposing the Jack London novel to Italy. Now he has made this documentary, a labour-of-love tribute to one of Bologna’s most favoured sons: the musician and singer-songwriter Lucio Dalla. It’s probably addressed to Dalla’s existing fanbase, rather than newcomers (which I admit includes me) but this is an engaging study, opening a window into the heart of postwar Italy, and incidentally gives a cameo role to this newspaper.



Dalla emerges from the film somewhere between America’s Bob Dylan and France’s Jacques Brel, but otherwise completely in a genre of his own. He was a former cherubic child star who acted, sang and played instruments and grew up to be a somewhat disconcertingly unprepossessing and even ugly man: he cheerfully owned up to the nickname of ragno, or spider, due to his famously hirsute image. (Pictures of him in a swimming costume show someone almost covered in fur.) In his later years of fame and wealth, he actually owned a yacht called Catarro (or Phlegm), due to his habit of coughing and spluttering. But actually, he had a rather humorous and sensitive face, a little like Phil Collins.



Dalla had a successful recording career in jazz and pop, but he only became an Italian legend when he teamed up with the Bologna poet Roberto Roversi, who contributed lyrics – a kind of high-minded Bernie Taupin to Dalla’s Elton John – and the pair created complex and daring concept albums, with all kinds of bold commentary on Italian politics and society. A TV clip shows a round-table discussion, featuring politicians and journalists deferring to Dalla.

His most notable album was probably Automobili (or Automobiles) from 1976, about Italy’s love affair with cars, and particularly the now defunct endurance road race, the Mille Miglia, which took place annually to wild nationwide excitement from the 1920s to the 1950s. The opening track is a long riff, imagining the bland, pompous and evasive replies given by Fiat boss Gianni Agnelli to a journalist from the Guardian - although Dalla spells it out as the “Manchester Guardian” – about selling a stake in Fiat to Libya, with a possible loss of Italian jobs. What other pop star, anywhere in the world, could have created a song taken from Guardian headlines about the car industry and unemployment?



The documentary interviews Dalla’s devoted manager and friend Tobia Righi and uses a good deal of black-and-white archive footage of Bolognese life as that city was transformed into a place of crowded urban modernity. Perhaps it’s more for insiders and specialists, but this film is a taste of Italian life.","['italian', 'guardian', 'place', 'dallas', 'owned', 'life', 'opening', 'icon', 'review', 'lucio', 'probably', 'pop', 'star', 'portrait', 'musical']"
25,['Sam Levine'],"Sign up for the Guardian's Fight to Vote newsletter

Happy Thursday,

An effort to restrict voting is under way across America, but there are few places where that assault is more clear, and more urgent, than in Georgia. I know we’ve talked about Georgia before, but this week, I want to dig in to exactly what Georgia lawmakers are proposing to make it harder to vote right now and why it matters.

On Monday, the Georgia house of representatives approved a bill, HB531, that would implement sweeping changes to the state’s voting system. Among other measures, the bill would:

Require voters to provide identification information both with their absentee ballot application and the ballot itself.

Limit election officials to offer just two days of early voting on the weekends, one of which is required to be a Saturday.

Restrict early voting from 9am. to 5pm, with an option for election officials to extend hours from 7am to 7pm.

Give voters less time to request an absentee ballot.

Shorten the period for a runoff election from nine weeks to four.

In the state senate, there are also proposals to get rid of the state’s policy of automatically registering voters and to only allow voters to cast a ballot by mail if they are 65 or older or have a valid excuse. That would eliminate the so-called no-excuse absentee voting system Georgia Republicans – yes Georgia Republicans – enacted in 2005.

While proposals in states across the country are deeply alarming, the efforts in Georgia matter significantly for a few reasons:

They come after an election in which there was record turnout in the state, including surges among Black and other minority voters, which helped power Democrats to stunning upsets. Georgia officials, including top Republicans, loudly dismissed allegations of fraud and there were statewide recounts and audits to back them up. They evoke Georgia’s well-documented and ugly history of passing laws designed to make it harder for Black people to vote



“They are very draconian in their nature,” said Aunna Dennis, the executive director of the Georgia chapter of Common Cause, a government watchdog organization. “What we’re seeing is a reaction to a problem that literally does not exist here in Georgia. These bills catch all of that. These are streamlining and rolling back the hands of time.”

Some measures in the bill, like the provisions curbing early voting, appear to be a thinly veiled effort to restrict access to the ballot for minority voters. In the 2020 election, 8.6% of white early voters cast their ballots on weekends, compared with 13.1% of Asian Americans and 11.8% of Black voters, according to an analysis by the Center for New Data.

It is also well-known that many Black churches run “Souls to the Polls” events on Sundays to encourage parishioners to get out and vote. Under the new law, election officials could choose not to offer any Sunday voting at all.

“In Georgia, because we had to fight so hard to get the right to vote here, voting is very much celebrated. It’s very much a community event,” Dennis said. “We use those weekend times to do that. For those cuts to happen that dramatically, that can also decrease the will of the people to want to be a part of this election because they will see this is just so many hurdles.”

During the debate in the Georgia house this week, Republicans justified the new restrictions by saying that there should be uniformity in early voting hours. But Democrats pointed out that reasoning was nonsensical because counties could still offer differing weekend days.

There’s also concern about the requirement that voters provide identification information both when they apply to vote by mail and when they send in their ballot. Some voters, especially those who are poor, disabled or elderly, might lack access to a Georgia’s driver’s license or be able to send in a photocopy of another form of ID. On the ballot itself, Georgia voters who lack acceptable ID would be required to put the last four digits of their social security number – sparking concern that voters will be forced to put sensitive personal information at risk.

Lastly, there’s deep concern over new limits on ballot drop boxes, which voters relied on because of concerns about mail delays. While local election officials could offer access to drop boxes 24/7 in 2020, the new bill would only allow officials to place drop boxes in early voting locations and allow access to them during early voting hours. It would not allow ballot drop boxes to be open on election day and only allow one box for every 100,000 voters.

Janine Eveler, the director of elections in Cobb county, said her county spent a lot of money purchasing boxes and installing surveillance cameras last year. She was happy the state was at least allowing drop boxes to continue, but questioned the need for some of the new restrictions.

“Placing the boxes inside advance voting locations will disrupt the flow of in-person voters in the poll, so I would rather they be located outside the polls if they have to be associated with advance voting locations,” she wrote in an email. “I don’t understand why they want to limit the number of drop boxes by 1:100,000 voters.”

The proposals, and many smaller bills, are still moving through the legislature and it’s not yet entirely clear which ones will be ultimately approved. Dennis added that the bills sent a disturbing message to the voters who turned out in unprecedented numbers last year.

“What do we tell those voters? Do we tell them that their energy, their enthusiasm and the success of the election meant nothing?,” she said.



Also worth watching …","['voters', 'vote', 'election', 'ballot', 'officials', 'voting', 'democracy', 'fight', 'republicans', 'early', 'georgia', 'boxes', 'drop', 'attacking']"
26,[],"18 September 2020 from £1995pp

9 October 2020 from £1995pp

24 December 2020 from £1995pp

5 March 2021 from £1995pp

2 April 2021 from £1995pp

14 May 2021 from £1995pp

17 September 2021 from £1995pp

8 October 2021 from £1995pp

22 October 2021 from £1995pp

13 November 2021 from £1995pp

24 December 2021 from £1995pp



Optional single supplement £350pp

(no single supplement if you share with another traveller of the same sex)



Deposit £500pp



Land only prices, flight options available



Average group size 9 (maximum 12)","['size', 'city', 'arabia', 'sexdeposit', '2021', 'jordan', '1995pp24', '2020', 'prices', 'traveller', 'share', 'single', 'supplement', 'lost']"
27,"['Noah Payne-Frank', 'Iman Amrani', 'John Domokos', 'Katie Lamborn', 'Charlie Phillips', 'Bruno Rinvolucri']","In this episode of Modern Masculinity, the Guardian's Iman Amrani speaks to fathers of young children about their experiences during lockdown. She meets Mark Williams, a fathers' mental health campaigner, to hear about the challenges that new dads face. He discusses how important it is to address the struggles they encounter beyond fatherhood and how this can affect the whole family

In the UK, Samaritans can be contacted on 116 123. The mental health charity Mind can be reached on 0300 123 3393 or at mind.org.uk. International helplines can be found via www.befrienders.org

","['real', 'lockdown', 'feeling', '123', 'young', 'speaks', 'uk', 'fathers', 'dads', 'williams', 'inadequacy', 'health', 'struggles', 'modern', 'wwwbefriendersorg', 'masculinity', 'mental', 'video']"
28,"['Source', 'Scottish Parliament']","The Scottish first minister has said in Holyrood she will 'get on with the job' of steering Scotland out of the coronavirus pandemic, the day after her marathon eight-hour evidence session to the Holyrood inquiry.



Nicola Sturgeon was challenged by the Conservative's Ruth Davidson about the last-minute release of the legal advice to the committee.

'I’m going to get on with the job that I suspect most people watching at home right now want me to get on with, which is leading this country through and out of a pandemic', Sturgeon said.","['ruth', 'nicola', 'sturgeon', 'job', 'scandal', 'holyrood', 'scottish', 'scotland', 'session', 'watching', 'pandemic', 'clashes', 'suspect', 'steering', 'salmond', 'davidson', 'alex', 'video']"
29,['Source'],"Boris Johnson has said the latest problems surrounding Brexit and Northern Ireland could be solved with 'goodwill' and 'common sense'. The EU said it would take legal action against the UK government after it unilaterally extended a grace period for checks on food imports to Northern Ireland, against terms of the Brexit deal","['unilaterally', 'problems', 'terms', 'uk', 'surrounding', 'sense', 'video', 'ireland', 'johnson', 'goodwill', 'solved', 'northern', 'brexit', 'issues']"
